Country,ISO,WHO_region,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,19-20Diff
Cabo Verde,CPV,African,10.9350004196167,11.2180004119873,11.5109996795654,11.6979999542236,11.9090003967285,12.1059999465942,12.2399997711182,12.1700000762939,12.2489995956421,12.3179998397827,0.06900024414060013
Cambodia,KHM,Western Pacific,0.577000021934509,0.504999995231628,0.437999993562698,0.691999971866608,0.39300000667572,0.716000020503998,0.683000028133392,0.65200001001358,0.676999986171722,0.695999979972839,0.018999993801117054
Cameroon,CMR,African,3.96900010108948,3.83699989318848,3.71099996566772,3.53399991989136,3.50600004196167,3.47199988365173,3.41400003433228,3.35700011253357,3.38000011444092,3.42799997329712,0.04799985885619984
Canada,CAN,Americas,7.51100015640259,7.29199981689453,7.07399988174438,6.91400003433228,6.9060001373291,6.99900007247925,6.34000015258789,5.83099985122681,5.56400012969971,5.41200017929077,-0.15199995040894
Central African Republic,CAF,African,3.92899990081787,3.94000005722046,3.95600008964539,3.90199995040894,3.86400008201599,3.81900000572205,3.74000000953674,3.66400003433228,3.6800000667572,3.69600009918213,0.016000032424929866
Chad,TCD,African,1.63300001621246,1.7039999961853,1.78100001811981,1.80099999904633,1.83299994468689,1.85599994659424,1.84800004959106,1.83800005912781,1.89100003242493,1.942999958992,0.051999926567069865
Channel Islands,CHI,Other,8.37800025939941,8.46399974822998,8.52099990844727,8.29199981689453,8.08399963378906,7.85799980163574,7.62200021743774,7.40999984741211,7.48699998855591,7.53499984741211,0.047999858856200284
Chile,CHL,Americas,7.3439998626709,6.65899991989136,6.21400022506714,6.66499996185303,6.50799989700317,6.73799991607666,6.95800018310547,7.23299980163574,7.09000015258789,7.09600019454956,0.006000041961669922
China,CHN,Western Pacific,4.5479998588562,4.57000017166138,4.59000015258789,4.60900020599365,4.62900018692017,4.53499984741211,4.44099998474121,4.27600002288818,4.32000017166138,4.36999988555908,0.04999971389770064
Colombia,COL,Americas,10.1110000610352,9.73999977111816,9.05200004577637,8.57199954986572,8.29899978637695,8.69200038909912,8.87199974060059,9.11100006103516,9.70699977874756,9.74400043487549,0.03700065612792969
Comoros,COM,African,4.55100011825562,4.56300020217896,4.5789999961853,4.52799987792969,4.49300003051758,4.44999980926514,4.375,4.30200004577637,4.33599996566772,4.36600017547607,0.03000020980834961
Congo,COD,African,4.22200012207031,4.4850001335144,4.50299978256226,4.44500017166138,4.4060001373291,4.35699987411499,4.27299976348877,4.19299983978271,4.23600006103516,4.25,0.013999938964840197
Democratic Republic of the Congo,COG,African,11.8970003128052,10.0,10.0200004577637,9.95600032806396,9.91199970245361,9.85799980163574,9.76299953460693,9.67000007629395,9.47200012207031,9.2819995880127,-0.19000053405761008
Costa Rica,CRI,Americas,10.1389999389648,9.78400039672852,8.76799964904785,9.05900001525879,8.99899959564209,8.59799957275391,8.14200019836426,9.63199996948242,11.8540000915527,12.7340002059937,0.8800001144409997
Côte d’Ivoire,CIV,African,6.9539999961853,7.22300004959106,4.25400018692017,3.6470000743866,3.10199999809265,2.59899997711182,3.27300000190735,3.21000003814697,3.31699991226196,3.42300009727478,0.10600018501282005
Croatia,HRV,European,13.6780004501343,15.9350004196167,17.2509994506836,17.2900009155273,16.1749992370605,13.1029996871948,11.2080001831055,8.43200016021729,6.93499994277954,7.11399984359741,0.1789999008178702
Cuba,CUB,Americas,3.1800000667572,3.46000003814697,3.28999996185303,2.70000004768372,2.40000009536743,2.0,1.70000004768372,1.70000004768372,1.63800001144409,1.5900000333786,-0.047999978065490057
Cyprus,CYP,European,7.85599994659424,11.7950000762939,15.871000289917,16.0879993438721,14.9079999923706,12.9499998092651,11.0520000457764,8.36999988555908,7.27400016784668,7.23400020599365,-0.03999996185303001
Czechia,CZE,European,6.71099996566772,6.97800016403198,6.95300006866455,6.10799980163574,5.0460000038147,3.95099997520447,2.89000010490417,2.24300003051758,1.93299996852875,1.9099999666214,-0.023000001907349965
Denmark,DNK,European,7.57299995422363,7.52600002288818,6.99700021743774,6.58900022506714,6.16800022125244,6.18100023269653,5.74300003051758,4.97499990463257,4.91300010681152,4.84600019454956,-0.06699991226196023
Djibouti,DJI,Eastern Mediterranean,10.6850004196167,10.7040004730225,10.7290000915527,10.6440000534058,10.5839996337891,10.5100002288818,10.3819999694824,10.2569999694824,10.2950000762939,10.3229999542236,0.02799987792970171
Dominican Republic,DOM,Americas,6.08699989318848,6.72200012207031,7.35200023651123,6.7189998626709,7.60500001907349,7.28299999237061,5.83199977874756,5.73899984359741,5.84499979019165,5.91900014877319,0.07400035858153942
Ecuador,ECU,Americas,3.45799994468689,3.23499989509583,3.08299994468689,3.48000001907349,3.6159999370575,4.59700012207031,3.83599996566772,3.52999997138977,3.96799993515015,4.23799991607666,0.2699999809265101
Egypt,EGY,Eastern Mediterranean,11.8489999771118,12.5970001220703,13.1540002822876,13.1049995422363,13.0520000457764,12.4069995880127,11.7370004653931,11.5920000076294,10.7600002288818,10.1280002593994,-0.6319999694824006
El Salvador,SLV,Americas,4.29699993133545,3.84299993515015,3.69300007820129,4.15399980545044,3.99799990653992,4.41800022125244,4.38500022888184,4.00600004196167,4.1100001335144,4.19600009918213,0.08599996566772994
Equatorial Guinea,GNQ,African,6.72599983215332,6.74100017547607,6.76100015640259,6.69199991226196,6.64400005340576,6.58500003814697,6.48299980163574,6.38299989700317,6.43300008773804,6.46999979019165,0.03699970245361062
Eritrea,ERI,African,5.41200017929077,5.42600011825562,5.44399976730347,5.38199996948242,5.33799982070923,5.28499984741211,5.19299983978271,5.10400009155273,5.14400005340576,5.17199993133545,0.027999877929690165
Estonia,EST,European,12.3280000686646,10.0209999084473,8.63099956512451,7.35200023651123,6.18699979782104,6.76200008392334,5.76000022888184,5.36600017547607,5.11499977111816,5.37900018692017,0.26400041580200995
Eswatini,SWZ,African,26.242000579834,25.5979995727539,24.9710006713867,24.1870002746582,23.4549999237061,22.7180004119873,22.5380001068115,22.3610000610352,22.0830001831055,21.9710006713867,-0.11199951171879974
Ethiopia,ETH,African,2.30399990081787,2.27600002288818,2.25099992752075,2.21799993515015,2.1949999332428,2.16799998283386,2.11999988555908,2.07500004768372,2.08100008964539,2.08200001716614,0.0009999275207497327
Fiji,FJI,Western Pacific,4.40500020980835,4.4229998588562,4.44500017166138,4.39599990844727,4.36299991607666,4.31899976730347,4.23699998855591,4.15799999237061,4.10099983215332,4.07999992370605,-0.020999908447270066
Finland,FIN,European,7.7810001373291,7.68900012969971,8.19299983978271,8.66300010681152,9.37600040435791,8.81799983978271,8.64000034332275,7.36100006103516,6.59499979019165,6.65899991989136,0.0640001296997097
France,FRA,European,8.81099987030029,9.39999961853027,9.92099952697754,10.2919998168945,10.3590002059937,10.0570001602173,9.39700031280518,9.05900001525879,8.42700004577637,8.33800029754639,-0.08899974822998047
French Polynesia,PYF,Western Pacific,14.3140001296997,14.5819997787476,14.8039999008179,14.293999671936,13.7449998855591,13.2559995651245,12.7740001678467,12.3140001296997,12.0959997177124,11.9340000152588,-0.16199970245360085
Gabon,GAB,African,20.3959999084473,20.423999786377,20.4599990844727,20.3430004119873,20.2600002288818,20.1590003967285,19.9820003509521,19.806999206543,20.003999710083,20.1450004577637,0.1410007476806996
Gambia,GMB,African,9.39900016784668,9.41699981689453,9.44099998474121,9.36499977111816,9.3129997253418,9.24899959564209,9.13599967956543,9.02700042724609,9.05599975585938,9.10700035095215,0.051000595092769885
Georgia,GEO,European,19.6319999694824,19.6529998779297,19.4160003662109,17.4379997253418,16.5060005187988,16.6040000915527,13.9390001296997,13.7849998474121,14.3979997634888,14.7419996261597,0.3439998626709002
Germany,DEU,European,5.82399988174438,5.37900018692017,5.23099994659424,4.98099994659424,4.62400007247925,4.12200021743774,3.74600005149841,3.3840000629425,3.04299998283386,3.02500009536743,-0.01799988746643022
Ghana,GHA,African,5.61899995803833,5.93699979782104,6.26900005340576,6.52699995040894,6.80600023269653,5.44999980926514,4.22300004959106,4.15700006484985,4.33099985122681,4.50899982452393,0.17799997329712003
Greece,GRC,European,17.8649997711182,24.4389991760254,27.4659996032715,26.4909992218018,24.8969993591309,23.5389995574951,21.488000869751,19.2919998168945,17.238000869751,15.4739999771118,-1.764000892639201
Guam,GUM,Western Pacific,13.3000001907349,12.1999998092651,11.5,7.59999990463257,6.90000009536743,5.40000009536743,5.15399980545044,4.92899990081787,5.31099987030029,5.67500019073486,0.3640003204345694
Guatemala,GTM,Americas,3.1159999370575,2.76500010490417,3.01699995994568,2.71700000762939,2.50600004196167,2.58299994468689,2.46199989318848,2.40199995040894,2.45900011062622,2.50699996948242,0.047999858856200284
Guinea,GIN,African,4.48999977111816,4.5019998550415,4.51800012588501,4.46799993515015,4.43400001525879,4.39200019836426,4.31799983978271,4.24700021743774,4.2960000038147,4.32999992370605,0.033999919891350316
Guinea-Bissau,GNB,African,2.65799999237061,2.66799998283386,2.6800000667572,2.63499999046326,2.60400009155273,2.56599998474121,2.5,2.43799996376038,2.46600008010864,2.48699998855591,0.020999908447270066
Guyana,GUY,Americas,11.5869998931885,11.7379999160767,11.8959999084473,11.9370002746582,12.003999710083,12.0550003051758,12.043999671936,11.9060001373291,11.8520002365112,11.8129997253418,-0.03900051116939984
Haiti,HTI,Americas,14.7229995727539,14.1000003814697,14.1300001144409,14.0329999923706,13.9650001525879,13.8809995651245,13.7349996566772,13.5920000076294,13.7810001373291,13.914999961853,0.1339998245239009
Honduras,HND,Americas,4.47399997711182,3.75399994850159,4.09600019454956,5.48799991607666,6.14699983596802,6.72700023651123,5.52799987792969,5.64799976348877,5.38600015640259,5.22900009155273,-0.15700006484985973
China HongKong,HKG,Western Pacific,3.42000007629395,3.28999996185303,3.40000009536743,3.29999995231628,3.3199999332428,3.39000010490417,3.08999991416931,2.90300011634827,3.62899994850159,4.2649998664856,0.6359999179840101
Hungary,HUN,European,11.0290002822876,11.0030002593994,10.1759996414185,7.72499990463257,6.81300020217896,5.11499977111816,4.1560001373291,3.70799994468689,3.3989999294281,3.46000003814697,0.06100010871886985
Iceland,ISL,European,7.02799987792969,6.0,5.37599992752075,4.89699983596802,3.97900009155273,2.9779999256134,2.74200010299683,2.7039999961853,2.84200000762939,3.22199988365173,0.37999987602233976
India,IND,South-East Asia,5.63800001144409,5.65199995040894,5.6710000038147,5.60799980163574,5.56500005722046,5.51100015640259,5.41900014877319,5.32999992370605,5.35500001907349,5.39900016784668,0.04400014877318981
Indonesia,IDN,South-East Asia,5.15299987792969,4.46799993515015,4.33599996566772,4.04899978637695,4.51399993896484,4.30100011825562,4.18499994277954,4.51100015640259,4.68699979782104,4.83500003814697,0.1480002403259304
Iran (Islamic Republic of),IRN,Eastern Mediterranean,12.4499998092651,12.6300001144409,10.4399995803833,10.5699996948242,11.0600004196167,12.4300003051758,12.1000003814697,12.039999961853,11.3819999694824,11.1809997558594,-0.2010002136230007
Iraq,IRQ,Eastern Mediterranean,8.15799999237061,7.96500015258789,9.27799987792969,10.5900001525879,10.7130002975464,10.8199996948242,13.0200004577637,12.8620004653931,12.8219995498657,12.8249998092651,0.0030002593993998516
Ireland,IRL,European,15.3529996871948,15.451000213623,13.7349996566772,11.8570003509521,9.9060001373291,8.37399959564209,6.71199989318848,5.73999977111816,4.92799997329712,5.15799999237061,0.23000001907348988
Israel,ISR,European,7.13899993896484,6.85699987411499,6.20800018310547,5.8899998664856,5.25099992752075,4.7979998588562,4.21500015258789,3.99799990653992,3.86100006103516,3.77900004386902,-0.08200001716613992
Italy,ITA,European,8.35900020599365,10.6549997329712,12.1490001678467,12.6829996109009,11.8959999084473,11.6879997253418,11.2110004425049,10.6099996566772,9.88700008392334,9.83600044250488,-0.050999641418460584
Jamaica,JAM,Americas,12.6999998092651,13.9300003051758,15.2510004043579,13.7399997711182,13.5109996795654,13.1920003890991,11.6339998245239,9.10400009155273,8.0019998550415,7.94999980926514,-0.05200004577636008
Japan,JPN,Western Pacific,4.52099990844727,4.30000019073486,4.0,3.59999990463257,3.40000009536743,3.09999990463257,2.79999995231628,2.40000009536743,2.29099988937378,2.33899998664856,0.04800009727477983
Jordan,JOR,Eastern Mediterranean,12.8999996185303,12.1999998092651,12.6000003814697,11.8999996185303,13.0749998092651,15.2749996185303,15.1149997711182,14.9589996337891,14.7150001525879,14.6129999160767,-0.10200023651120027
Kazakhstan,KAZ,European,5.3899998664856,5.28999996185303,5.19999980926514,5.05999994277954,4.92999982833862,4.96000003814697,4.90000009536743,4.82499980926514,4.59000015258789,4.55100011825562,-0.03900003433227006
Kenya,KEN,African,2.84400010108948,2.85400009155273,2.86700010299683,2.82399988174438,2.79399991035461,2.75699996948242,2.6949999332428,2.63499999046326,2.64199995994568,2.64599990844727,0.003999948501590023
Democratic People's Republic of Korea,PRK,South-East Asia,2.94400000572205,2.9539999961853,2.96799993515015,2.9210000038147,2.88800001144409,2.84800004959106,2.77900004386902,2.71300005912781,2.74000000953674,2.76399993896484,0.023999929428100142
Republic of Korea,KOR,Western Pacific,3.40000009536743,3.20000004768372,3.09999990463257,3.5,3.59999990463257,3.70000004768372,3.70000004768372,3.84800004959106,4.14799976348877,4.59700012207031,0.4490003585815394
Kuwait,KWT,Eastern Mediterranean,2.21600008010864,2.61500000953674,2.92199993133545,2.90000009536743,2.20000004768372,2.16000008583069,1.79799997806549,2.07599997520447,2.18199992179871,2.30299997329712,0.12100005149840998
Kyrgyzstan,KGZ,European,8.52999973297119,8.43000030517578,8.32999992370605,8.05000019073486,7.55999994277954,7.21000003814697,6.8899998664856,5.96000003814697,6.32999992370605,6.64300012588501,0.3130002021789595
Lao People's Democratic Republic,LAO,Western Pacific,0.708999991416931,0.712000012397766,0.717000007629395,0.702000021934509,0.691999971866608,0.680000007152557,0.660000026226044,0.640999972820282,0.625999987125397,0.601999998092651,-0.023999989032745916
Latvia,LVA,European,16.2059993743896,15.0469999313354,11.8669996261597,10.8459997177124,9.8730001449585,9.64299964904785,8.71500015258789,7.41200017929077,6.51999998092651,6.53299999237061,0.01300001144409979
Lebanon,LBN,Eastern Mediterranean,6.42199993133545,6.43499994277954,6.4520001411438,6.39599990844727,6.35699987411499,6.30900001525879,6.22499990463257,6.14300012588501,6.22900009155273,6.27600002288818,0.04699993133545011
Lesotho,LSO,African,26.0419998168945,25.3020000457764,24.5799999237061,24.4710006713867,24.3939990997314,24.2999992370605,24.1340007781982,23.9710006713867,23.4050006866455,22.8309993743896,-0.574001312255902
Liberia,LBR,African,2.23799991607666,2.21499991416931,2.19600009918213,2.13199996948242,2.0789999961853,3.08100008964539,3.00399994850159,2.93199992179871,2.81399989128113,2.72499990463257,-0.08899998664856001
Libya,LBY,Eastern Mediterranean,19.0049991607666,19.0300006866455,19.0629997253418,18.9559993743896,18.8810005187988,18.7889995574951,18.6270008087158,18.4680004119873,18.5629997253418,18.6259994506836,0.06299972534180043
Lithuania,LTU,European,15.3900003433228,13.3649997711182,11.7700004577637,10.6979999542236,9.11999988555908,7.86199998855591,7.07299995422363,6.14699983596802,6.35200023651123,6.26100015640259,-0.09100008010863991
Luxembourg,LUX,European,4.90100002288818,5.1399998664856,5.84800004959106,5.85200023651123,6.66900014877319,6.29099988937378,5.52199983596802,5.58500003814697,5.36299991607666,5.24399995803833,-0.11899995803833008
China Macao,MAC,Western Pacific,2.55999994277954,1.97000002861023,1.82000005245209,1.70000004768372,1.80999994277954,1.89999997615814,2.0,1.96599996089935,2.23699998855591,2.50500011444092,0.2680001258850102
Madagascar,MDG,African,2.01900005340576,0.598999977111816,0.935999989509583,1.32700002193451,1.7849999666214,1.76300001144409,1.72500002384186,1.68900001049042,1.75800001621246,1.83299994468689,0.07499992847443004
Malawi,MWI,African,5.91400003433228,5.92799997329712,5.94600009918213,5.88700008392334,5.84600019454956,5.79500007629395,5.70699977874756,5.62200021743774,5.65299987792969,5.67399978637695,0.020999908447259408
Malaysia,MYS,Western Pacific,3.04999995231628,3.03999996185303,3.10999989509583,2.88000011444092,3.09999990463257,3.44000005722046,3.41000008583069,3.34999990463257,3.32399988174438,3.37800002098084,0.054000139236459965
Maldives,MDV,South-East Asia,4.40899991989136,4.69500017166138,4.99599981307983,5.21000003814697,5.66699981689453,6.11999988555908,5.98099994659424,5.84899997711182,6.13800001144409,6.43400001525879,0.29600000381469993
Mali,MLI,African,6.90000009536743,7.09600019454956,7.30000019073486,6.375,7.72900009155273,7.55299997329712,7.32999992370605,7.1100001335144,7.22399997711182,7.34100008010864,0.11700010299681995
Malta,MLT,European,6.37799978256226,6.19600009918213,6.10599994659424,5.72499990463257,5.37900018692017,4.68699979782104,4.00099992752075,3.71600008010864,3.47300004959106,3.36700010299683,-0.10599994659422984
Mauritania,MRT,African,9.8459997177124,9.86499977111816,9.88799953460693,9.81099987030029,9.75800037384033,9.69200038909912,9.57699966430664,9.46399974822998,9.54800033569336,9.61400032043457,0.06599998474121094
Mauritius,MUS,African,7.44700002670288,7.47200012207031,7.32200002670288,7.46700000762939,7.40999984741211,6.81400012969971,6.7519998550415,6.65700006484985,6.67399978637695,6.68900012969971,0.015000343322760123
Mexico,MEX,Americas,5.17000007629395,4.88700008392334,4.91400003433228,4.80900001525879,4.31300020217896,3.85899996757507,3.42000007629395,3.28299999237061,3.42499995231628,3.65400004386902,0.2290000915527397
Republic of Moldova,MDA,European,6.68200016021729,5.57800006866455,5.10400009155273,3.85599994659424,3.69400000572205,4.18499994277954,4.09800004959106,2.9779999256134,5.47300004959106,5.36499977111816,-0.10800027847290039
Mongolia,MNG,Western Pacific,4.76900005340576,3.90499997138977,4.23099994659424,4.7979998588562,4.86100006103516,7.2350001335144,6.35900020599365,6.25400018692017,6.01100015640259,5.94600009918213,-0.06500005722045987
Montenegro,MNE,European,19.6709995269775,19.9740009307861,19.496000289917,17.9969997406006,17.5440006256104,17.7229995727539,16.0709991455078,15.1750001907349,14.8830003738403,14.7559995651245,-0.12700080871580077
Morocco,MAR,Eastern Mediterranean,8.90999984741211,8.98999977111816,9.22999954223633,9.69999980926514,9.46000003814697,9.30000019073486,9.1870002746582,9.07800006866455,9.01900005340576,8.95499992370605,-0.06400012969971058
Mozambique,MOZ,African,3.3050000667572,3.36199998855591,3.42199993133545,3.41700005531311,3.42600011825562,3.38299989700317,3.30800008773804,3.23699998855591,3.2409999370575,3.24200010299683,0.0010001659393301665
Myanmar,MMR,South-East Asia,0.78600001335144,0.790000021457672,0.796000003814697,0.777999997138977,0.765999972820282,1.14100003242493,1.55099999904633,1.49399995803833,1.57700002193451,1.71099996566772,0.13399994373321
Namibia,NAM,African,19.3349990844727,16.7709999084473,19.0279998779297,18.5209999084473,20.8819999694824,23.3519992828369,21.5739994049072,19.8770008087158,20.2730007171631,20.5869998931885,0.3139991760254013
Nepal,NPL,South-East Asia,1.51699995994568,1.52499997615814,1.53400003910065,1.49899995326996,1.47500002384186,1.44599997997284,1.39600002765656,1.35000002384186,1.40699994564056,1.46599996089935,0.05900001525878995
Netherlands,NLD,European,4.97700023651123,5.82100009918213,7.24300003051758,7.41599988937378,6.87200021743774,6.00600004196167,4.83900022506714,3.82999992370605,3.19600009918213,2.97499990463257,-0.22100019454955966
New Caledonia,NCL,Western Pacific,14.3559999465942,14.6719999313354,14.9139995574951,14.5900001525879,14.1269998550415,13.6829996109009,13.2489995956421,12.8470001220703,12.8000001907349,12.7810001373291,-0.0190000534058008
New Zealand,NZL,Western Pacific,6.49100017547607,6.93100023269653,6.2649998664856,5.7519998550415,5.36499977111816,5.09999990463257,4.7020001411438,4.2979998588562,4.06899976730347,4.01300001144409,-0.05599975585938033
Nicaragua,NIC,Americas,6.44700002670288,5.20800018310547,5.28000020980835,4.51900005340576,4.69999980926514,3.90000009536743,3.29999995231628,5.19999980926514,6.83699989318848,7.35500001907349,0.5180001258850098
Niger,NER,African,0.31700000166893,0.38400000333786,0.458000004291534,0.523999989032745,0.514999985694885,0.504999995231628,0.486999988555908,0.470999985933304,0.474999994039536,0.485000014305115,0.010000020265579002
Nigeria,NGA,African,3.76999998092651,3.73499989509583,3.70300006866455,4.56199979782104,4.31099987030029,7.05999994277954,8.38899993896484,8.24300003051758,8.0959997177124,7.96000003814697,-0.13599967956543058
North Macedonia,MKD,European,31.3770008087158,31.0160007476807,28.996000289917,28.0300006866455,26.068000793457,23.7240009307861,22.3810005187988,20.7360000610352,17.7590007781982,16.4389991760254,-1.3200016021727983
Norway,NOR,European,3.21499991416931,3.12299990653992,3.42300009727478,3.48399996757507,4.2960000038147,4.67899990081787,4.16200017929077,3.79999995231628,3.34599995613098,3.30999994277954,-0.036000013351439986
Oman,OMN,Eastern Mediterranean,4.62400007247925,4.5310001373291,4.35799980163574,3.8970000743866,3.63199996948242,3.26999998092651,3.02300000190735,2.86400008201599,2.6710000038147,2.5460000038147,-0.125
Pakistan,PAK,Eastern Mediterranean,0.796000003814697,1.70000004768372,2.9539999961853,1.82700002193451,3.56599998474121,3.78900003433228,3.9449999332428,4.08300018310547,4.45300006866455,4.44500017166138,-0.007999897003170275
Panama,PAN,Americas,2.31100010871887,2.39100003242493,2.29999995231628,2.72300004959106,3.00200009346008,3.31500005722046,3.90000009536743,3.89400005340576,3.90199995040894,3.82500004768372,-0.07699990272522017
Papua New Guinea,PNG,Western Pacific,2.61999988555908,2.63000011444092,2.64199995994568,2.6010000705719,2.57299995422363,2.53900003433228,2.48000001907349,2.42300009727478,2.45900011062622,2.48699998855591,0.027999877929690165
Paraguay,PRY,Americas,4.66900014877319,4.08500003814697,4.38500022888184,5.03399991989136,4.55600023269653,5.25500011444092,4.61499977111816,4.53399991989136,4.80900001525879,4.83599996566772,0.026999950408930218
Peru,PER,Americas,3.44199991226196,3.10899996757507,3.23699998855591,2.96199989318848,3.0,3.53500008583069,3.46000003814697,3.39000010490417,3.30999994277954,3.19600009918213,-0.11399984359741033
Philippines,PHL,Western Pacific,3.59200000762939,3.50399994850159,3.49699997901917,3.59999990463257,3.06800007820129,2.70799994468689,2.55200004577637,2.33800005912781,2.15000009536743,2.16400003433228,0.013999938964849967
Poland,POL,European,9.63199996948242,10.0880002975464,10.326000213623,8.98999977111816,7.50099992752075,6.16099977493286,4.88700008392334,3.84500002861023,3.47399997711182,3.03999996185303,-0.43400001525878995
Portugal,PRT,European,12.6770000457764,15.5270004272461,16.1830005645752,13.8940000534058,12.4440002441406,11.0659999847412,8.86699962615967,6.99300003051758,6.33400011062622,5.93300008773804,-0.40100002288818004
